,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
lp__,63714.8,31.1288,120.019,63518.5,63714.8,63930.5,14.8653,0.00592403,1.05285
participants_ter[1],0.101679,6.63212e-05,0.00400986,0.0945462,0.101989,0.107762,3655.56,1.45679,0.999579
participants_ter[2],0.174386,0.000109632,0.00482864,0.166138,0.174545,0.182054,1939.87,0.773063,1.00076
participants_ter[3],0.165379,9.37286e-05,0.00359108,0.158846,0.165693,0.170651,1467.94,0.584992,1.00072
participants_ter[4],0.11694,6.22365e-05,0.00316425,0.11112,0.117197,0.121664,2584.94,1.03013,0.999734
participants_ter[5],0.108923,9.11148e-05,0.00373866,0.102178,0.109281,0.114433,1683.66,0.67096,1.00036
participants_ter[6],0.123168,9.62644e-05,0.0043795,0.115521,0.123576,0.129782,2069.75,0.824823,1.00057
participants_ter[7],0.10561,9.91049e-05,0.0053589,0.09628,0.10589,0.114002,2923.89,1.16521,1.00081
participants_ter[8],0.10196,0.000215809,0.00533679,0.0923177,0.10232,0.110073,611.536,0.243705,1.00303
participants_ter[9],0.154943,7.77413e-05,0.00382929,0.148337,0.155131,0.160768,2426.24,0.966888,0.999832
participants_ter[10],0.14767,0.000115912,0.00501702,0.138919,0.147922,0.155363,1873.42,0.746585,1.00046
participants_ter[11],0.14996,6.4307e-05,0.00341991,0.143896,0.150309,0.154916,2828.22,1.12708,1.00077
participants_ter[12],0.103357,5.94548e-05,0.00334037,0.097511,0.103538,0.108529,3156.56,1.25793,0.999861
participants_ter[13],0.136929,0.000105366,0.00589506,0.126878,0.137286,0.14609,3130.24,1.24744,0.999793
participants_ter[14],0.11152,0.000122625,0.00622229,0.100702,0.111917,0.121108,2574.79,1.02609,1.00007
participants_ter[15],0.16293,4.15351e-05,0.00224456,0.158977,0.16314,0.166233,2920.34,1.1638,1.00038
participants_ter[16],0.132947,9.77708e-05,0.00546889,0.123557,0.133318,0.141557,3128.81,1.24687,0.999576
participants_ter[17],0.0975885,0.000196646,0.00408025,0.0904419,0.0978822,0.103684,430.529,0.171572,1.00362
participants_ter[18],0.106649,6.14046e-05,0.00309007,0.101163,0.106874,0.111282,2532.42,1.0092,1.00004
participants_ter[19],0.13607,9.34138e-05,0.00422431,0.128426,0.136426,0.142271,2044.98,0.814953,0.999667
participants_ter[20],0.183693,9.11936e-05,0.00442806,0.175817,0.184011,0.190433,2357.76,0.939598,0.999977
participants_ter[21],0.109447,0.000104038,0.0051818,0.0999723,0.10992,0.117093,2480.74,0.988608,1.00009
participants_ter[22],0.18358,0.000106221,0.00578488,0.173725,0.18401,0.192223,2965.95,1.18197,0.999926
participants_ter[23],0.137197,0.000102513,0.00542812,0.127538,0.137559,0.145614,2803.74,1.11733,1.00009
participants_ter[24],0.156138,9.11889e-05,0.00378589,0.149529,0.156374,0.161876,1723.66,0.686903,1.00045
participants_ter[25],0.120726,8.97708e-05,0.00411418,0.113409,0.121192,0.126686,2100.37,0.837028,1.0036
participants_ter[26],0.121447,9.33417e-05,0.0049281,0.112931,0.121768,0.128932,2787.45,1.11084,0.999541
participants_ter[27],0.151522,0.000106787,0.00533805,0.142197,0.15178,0.159614,2498.78,0.995799,0.999507
participants_ter[28],0.124794,6.88785e-05,0.00384559,0.118058,0.125124,0.130676,3117.15,1.24223,0.999582
participants_ter[29],0.10987,7.14567e-05,0.00366042,0.103416,0.110115,0.115375,2624.08,1.04573,1.00008
participants_ter[30],0.12317,6.27929e-05,0.00347321,0.116837,0.123625,0.128025,3059.44,1.21923,0.999834
participants_ter[31],0.1143,7.08145e-05,0.00408232,0.10706,0.114596,0.120394,3323.3,1.32438,0.99988
participants_ter[32],0.143165,8.97911e-05,0.00385993,0.136417,0.143406,0.148936,1847.96,0.736437,0.999771
participants_ter[33],0.12522,0.000113253,0.00551534,0.115599,0.125474,0.133693,2371.6,0.945116,1.0001
participants_ter[34],0.10955,8.38756e-05,0.0037877,0.102663,0.109928,0.115115,2039.3,0.812688,1.00146
participants_ter[35],0.128294,0.000121119,0.00520646,0.119226,0.128672,0.136174,1847.83,0.736385,1.00228
participants_ter[36],0.138934,8.35858e-05,0.00446272,0.131109,0.139188,0.14576,2850.58,1.136,0.99972
participants_ter[37],0.122987,7.91658e-05,0.0039758,0.116492,0.123164,0.129151,2522.17,1.00512,1.00107
participants_ter[38],0.205313,7.0135e-05,0.00366684,0.198788,0.205571,0.210841,2733.47,1.08933,0.999648
participants_ter[39],0.145654,7.01808e-05,0.00423171,0.138099,0.146058,0.151932,3635.77,1.4489,0.99956
participants_ter[40],0.14516,8.89079e-05,0.00493168,0.136478,0.14545,0.152888,3076.87,1.22617,0.999888
participants_ter[41],0.145755,0.000143893,0.00482894,0.137248,0.146071,0.153369,1126.22,0.448812,1.0019
participants_ter[42],0.172668,0.000143962,0.00575007,0.162458,0.173011,0.181516,1595.33,0.63576,1.00047
participants_ter[43],0.219615,0.000336089,0.00593044,0.208652,0.22032,0.228232,311.361,0.124082,1.01135
participants_ter[44],0.102388,8.76151e-05,0.00491326,0.0937136,0.102646,0.109923,3144.72,1.25321,1.00039
participants_ter[45],0.0730128,0.000194546,0.00751729,0.060372,0.0734029,0.0848141,1493.06,0.595004,1.00166
participants_ter[46],0.119409,9.24062e-05,0.00415463,0.112071,0.119723,0.125795,2021.45,0.805574,0.999704
participants_ter[47],0.103083,0.000178757,0.00518225,0.093846,0.10338,0.111123,840.451,0.334931,1.00133
participants_ter[48],0.128638,9.96881e-05,0.00436718,0.121106,0.128891,0.135269,1919.18,0.764819,1.00077
participants_ter[49],0.14556,9.94311e-05,0.00520206,0.136522,0.145889,0.15343,2737.2,1.09081,1.00071
participants_ter[50],0.139159,6.18657e-05,0.00316491,0.133565,0.139423,0.143908,2617.11,1.04295,1.00027
participants_ter[51],0.117432,0.000118187,0.00514792,0.108163,0.117922,0.125172,1897.24,0.756078,0.999558
participants_ter[52],0.0899527,0.000114804,0.00546512,0.0803333,0.0901811,0.0985212,2266.12,0.903079,1.00099
participants_ter[53],0.102792,0.000103998,0.00502667,0.0940573,0.103117,0.110419,2336.21,0.931011,1.00196
participants_ter[54],0.114312,0.00010083,0.00529414,0.105156,0.11455,0.1225,2756.83,1.09864,1.00225
participants_ter[55],0.152842,0.000106243,0.0044686,0.145243,0.153195,0.159734,1769.08,0.705,1.00018
participants_ter[56],0.129975,9.08683e-05,0.00470279,0.121787,0.130185,0.137288,2678.46,1.0674,0.999639
participants_ter[57],0.159625,0.000131431,0.00675449,0.14758,0.160071,0.169673,2641.12,1.05252,1.0004
participants_ter[58],0.178575,0.000367248,0.00556812,0.168112,0.179195,0.186598,229.879,0.0916099,1.00695
participants_ter[59],0.102355,0.000103374,0.0047475,0.0942054,0.102597,0.109721,2109.17,0.840533,0.999764
participants_ter[60],0.121185,9.7955e-05,0.00517243,0.112342,0.12136,0.129201,2788.28,1.11117,0.999515
participants_ter[61],0.107597,9.5359e-05,0.00389378,0.100769,0.107836,0.113576,1667.32,0.664451,1.0007
participants_ter[62],0.11825,5.35957e-05,0.00299909,0.112742,0.11858,0.122601,3131.26,1.24785,1.00059
participants_ter[63],0.134168,8.1309e-05,0.00460874,0.126213,0.134385,0.141348,3212.82,1.28035,1.00018
participants_ter[64],0.130682,6.44012e-05,0.00325693,0.124646,0.131087,0.135359,2557.58,1.01923,1.00149
participants_ter[65],0.14207,6.72243e-05,0.00337576,0.136112,0.14236,0.147076,2521.68,1.00492,1.00042
participants_ter[66],0.100026,0.000122415,0.00506609,0.090686,0.100476,0.107452,1712.68,0.682526,1.00006
participants_ter[67],0.139439,9.0921e-05,0.00480184,0.131082,0.13972,0.14674,2789.24,1.11155,1.00108
participants_ter[68],0.149532,9.58687e-05,0.00443117,0.142062,0.149753,0.156384,2136.4,0.851385,0.99987
participants_ter[69],0.100106,8.92084e-05,0.0039676,0.0929361,0.100384,0.105998,1978.08,0.788292,1.00038
participants_ter[70],0.0945369,0.0001705,0.00493084,0.0856988,0.0948822,0.101882,836.364,0.333302,1.00574
participants_ter[71],0.129513,5.48147e-05,0.00311184,0.124076,0.129675,0.134192,3222.85,1.28435,1.00022
participants_ter[72],0.137249,9.546e-05,0.00493875,0.128402,0.137805,0.144438,2676.65,1.06668,1.00122
participants_ter[73],0.136715,0.000114907,0.00576372,0.126742,0.137047,0.145715,2516.01,1.00266,1.00041
participants_ter[74],0.112005,8.72592e-05,0.00471661,0.103854,0.112358,0.119014,2921.72,1.16434,1.00033
participants_ter[75],0.154035,0.000328036,0.00523514,0.144617,0.154594,0.161494,254.691,0.101498,1.00418
participants_ter[76],0.123322,0.000141829,0.00543109,0.113785,0.123658,0.131579,1466.38,0.584372,1.00186
participants_ter[77],0.118791,0.000129999,0.00547144,0.109155,0.11908,0.12712,1771.44,0.705942,0.999961
participants_ter[78],0.102533,8.90863e-05,0.00391801,0.0956086,0.102804,0.108451,1934.23,0.770816,0.999528
participants_ter[79],0.11683,7.70929e-05,0.0036135,0.110475,0.117141,0.122062,2196.99,0.875529,1.00083
participants_ter[80],0.152907,0.000104008,0.00523597,0.144103,0.153237,0.161082,2534.31,1.00996,1.00131
participants_ter[81],0.102351,0.000139035,0.00429497,0.0945877,0.102752,0.108681,954.27,0.380289,1.00153
participants_ter[82],0.132426,0.00012461,0.00613467,0.121541,0.132963,0.141467,2423.68,0.96587,0.999679
participants_ter[83],0.106393,7.12861e-05,0.00408512,0.0990854,0.106728,0.112465,3283.99,1.30871,1.00062
participants_ter[84],0.106602,0.000123226,0.00385143,0.0995333,0.107009,0.112087,976.868,0.389295,1.00124
participants_ter[85],0.108509,8.59965e-05,0.00374095,0.101819,0.1088,0.113947,1892.35,0.754126,1.00089
participants_ter[86],0.146974,0.000121133,0.00576879,0.136902,0.147238,0.156019,2268.0,0.90383,0.999688
participants_ter[87],0.134745,8.57696e-05,0.00377099,0.128169,0.135049,0.140406,1933.05,0.770348,1.00338
participants_ter[88],0.14185,0.0001028,0.00459616,0.133738,0.14222,0.148829,1998.95,0.796609,1.00133
participants_ter[89],0.148786,7.09336e-05,0.00420379,0.141327,0.148969,0.155447,3512.2,1.39966,0.999839
participants_ter[90],0.156976,9.25005e-05,0.00486183,0.148603,0.15722,0.164482,2762.56,1.10092,1.00177
participants_ter[91],0.157085,4.98859e-05,0.00296711,0.151916,0.157234,0.161582,3537.62,1.40979,0.999824
participants_ter[92],0.109312,0.000135114,0.00532821,0.100221,0.109588,0.117674,1555.12,0.619735,0.999997
participants_ter[93],0.110318,5.62335e-05,0.00294149,0.105105,0.110617,0.114511,2736.18,1.09041,0.999585
participants_ter[94],0.113437,9.65053e-05,0.00468059,0.105156,0.113789,0.120543,2352.33,0.937436,1.00018
participants_ter[95],0.145925,0.000110496,0.00383203,0.139013,0.146308,0.151598,1202.73,0.479303,1.00223
participants_ter[96],0.146191,0.000137774,0.00602811,0.135614,0.146502,0.155557,1914.38,0.762908,1.00152
participants_ter[97],0.156796,0.00011474,0.0049908,0.148137,0.157197,0.164283,1891.96,0.753971,1.00271
participants_ter[98],0.165688,0.000103637,0.00320793,0.160015,0.165927,0.170488,958.127,0.381826,1.00014
participants_ter[99],0.196733,0.000213437,0.00552344,0.186646,0.197208,0.204878,669.7,0.266885,1.00481
participants_ter[100],0.122368,7.98589e-05,0.00381027,0.115634,0.122657,0.128174,2276.49,0.90721,1.00001
participants_ter[101],0.0894154,0.000119532,0.00626237,0.0787152,0.0897357,0.0991955,2744.77,1.09383,1.00059
participants_ter[102],0.187913,0.000128352,0.00481965,0.179344,0.188351,0.195065,1410.02,0.561912,1.00062
participants_ter[103],0.145751,0.000102462,0.00475354,0.13739,0.146024,0.152951,2152.32,0.857728,1.00182
participants_ter[104],0.144277,0.000155456,0.00669251,0.132668,0.144639,0.154645,1853.36,0.73859,0.99991
participants_ter[105],0.0985183,9.59143e-05,0.00504849,0.0895144,0.0989436,0.105856,2770.49,1.10408,1.0011
participants_ter[106],0.122006,0.000122054,0.00632275,0.111129,0.122236,0.131976,2683.53,1.06942,1.00017
participants_ter[107],0.155542,8.89127e-05,0.00472913,0.14699,0.15599,0.162588,2829.01,1.1274,0.999883
participants_ter[108],0.0995717,8.31753e-05,0.00452844,0.091563,0.0998775,0.106401,2964.21,1.18128,1.00034
participants_ter[109],0.127099,8.52598e-05,0.00460684,0.11888,0.127466,0.13404,2919.57,1.16349,0.999635
participants_ter[110],0.130506,6.91532e-05,0.00407372,0.123386,0.130783,0.136757,3470.22,1.38293,1.00026
participants_ter[111],0.126203,0.000106003,0.00459241,0.118012,0.126551,0.133222,1876.9,0.747969,1.00032
participants_ter[112],0.0914689,0.000124359,0.00635781,0.0805226,0.0918413,0.101302,2613.73,1.04161,1.00014
participants_ter[113],0.131843,0.000102143,0.00495515,0.123083,0.132386,0.139107,2353.43,0.937872,1.00047
participants_ter[114],0.105386,0.000124881,0.00477848,0.0971049,0.105686,0.112529,1464.17,0.58349,0.999564
participants_ter[115],0.163712,7.69308e-05,0.00354812,0.157307,0.163967,0.169038,2127.14,0.847694,1.00112
participants_ter[116],0.140194,0.000138827,0.00668446,0.128503,0.140493,0.150757,2318.37,0.923904,1.00015
participants_ter[117],0.195462,5.75607e-05,0.00274499,0.190572,0.195678,0.199491,2274.2,0.906298,1.00096
participants_ter[118],0.118117,0.000103885,0.00333524,0.111936,0.118461,0.122904,1030.75,0.410767,1.0014
participants_ter[119],0.1159,0.000184771,0.00593697,0.105659,0.116185,0.125198,1032.43,0.411438,1.00147
participants_ter[120],0.107248,0.000100144,0.00548732,0.0976374,0.107645,0.115681,3002.42,1.19651,1.00147
participants_ter[121],0.105799,9.61913e-05,0.00456685,0.0976377,0.106033,0.112754,2254.04,0.898267,1.00029
participants_ter[122],0.114605,0.000103635,0.00486149,0.106066,0.114924,0.121747,2200.53,0.876942,1.00278
participants_ter[123],0.100688,8.90293e-05,0.00455828,0.0925883,0.101107,0.107527,2621.42,1.04467,1.00003
participants_ter[124],0.12095,0.00011278,0.00601235,0.110567,0.12124,0.130396,2842.03,1.13259,1.00073
participants_ter[125],0.152913,5.72686e-05,0.00276911,0.147837,0.15322,0.156956,2338.03,0.931735,1.00021
participants_ter[126],0.138735,7.53114e-05,0.00425283,0.131352,0.138963,0.145285,3188.86,1.2708,0.999932
participants_ter[127],0.12133,0.000125587,0.00590073,0.111076,0.121716,0.130355,2207.6,0.87976,1.00004
participants_ter[128],0.167523,0.000133952,0.00490784,0.159,0.167776,0.175145,1342.41,0.534969,1.00527
participants_ter[129],0.142567,0.000120838,0.00509182,0.133648,0.142997,0.150229,1775.58,0.707591,1.00107
participants_ter[130],0.127181,0.000270173,0.00453932,0.119266,0.127571,0.133707,282.291,0.112497,1.01174
participants_ter[131],0.0877631,0.000115204,0.00604409,0.0774545,0.088075,0.0973355,2752.52,1.09692,0.999695
participants_ter[132],0.161401,0.000121564,0.0050195,0.152634,0.161676,0.169062,1704.95,0.679447,1.00021
participants_ter[133],0.125606,8.76659e-05,0.00398068,0.118337,0.125957,0.131454,2061.83,0.821669,1.00045
participants_ter[134],0.0995725,0.000108426,0.00493249,0.0907273,0.0999276,0.107078,2069.52,0.824731,1.00132
participants_ter[135],0.196613,0.000100828,0.0052701,0.187264,0.197104,0.204396,2731.99,1.08873,0.999743
participants_ter[136],0.137497,6.98597e-05,0.0039814,0.130294,0.137967,0.143121,3248.02,1.29438,1.00027
participants_ter[137],0.128887,0.000189547,0.00470471,0.121014,0.129032,0.136267,616.07,0.245512,1.00571
participants_ter[138],0.109661,0.000105759,0.00425196,0.1021,0.110013,0.116204,1616.39,0.644152,1.0016
participants_ter[139],0.144666,8.74282e-05,0.00505221,0.135828,0.14499,0.15251,3339.33,1.33077,1.00051
participants_ter[140],0.179619,9.12337e-05,0.00457946,0.171641,0.180035,0.186497,2519.52,1.00406,0.999914
participants_ter[141],0.188912,8.72578e-05,0.00400596,0.181637,0.189296,0.194877,2107.68,0.839939,0.999539
participants_ter[142],0.0958273,0.000173152,0.00664365,0.0839784,0.0962937,0.105868,1472.18,0.586683,0.999564
participants_ter[143],0.156055,0.000117019,0.00457839,0.147992,0.156379,0.163143,1530.78,0.610037,1.00014
participants_ter[144],0.123034,9.96526e-05,0.0045359,0.115105,0.123316,0.129939,2071.81,0.825645,0.99991
participants_ter[145],0.120907,6.81585e-05,0.00327471,0.115018,0.121203,0.125808,2308.37,0.919917,1.00038
participants_ter[146],0.209116,4.70315e-05,0.00224175,0.205056,0.209303,0.212442,2271.95,0.905402,1.00117
participants_ter[147],0.134875,8.99329e-05,0.00422661,0.127398,0.135251,0.141144,2208.76,0.880219,1.00083
participants_ter[148],0.117337,0.000136097,0.00466824,0.109338,0.11761,0.124553,1176.55,0.468871,1.0032
participants_ter[149],0.097559,8.80407e-05,0.00439681,0.089908,0.0976874,0.104317,2494.07,0.993919,0.999994
participants_ter[150],0.126944,9.95062e-05,0.00448518,0.11888,0.127426,0.133476,2031.7,0.809659,0.999902
participants_ter[151],0.103681,7.22557e-05,0.00414769,0.0963433,0.104057,0.110003,3295.1,1.31314,1.00128
participants_ter[152],0.103113,8.84684e-05,0.00459141,0.0951948,0.103438,0.109998,2693.5,1.0734,1.00027
participants_ter[153],0.0862329,0.000115132,0.00590222,0.0757451,0.0866533,0.0952216,2628.09,1.04733,0.999875
participants_ter[154],0.127751,8.08744e-05,0.00403304,0.120643,0.128022,0.13386,2486.81,0.991027,0.999831
participants_ter[155],0.134576,8.42091e-05,0.00385575,0.127747,0.134945,0.140128,2096.52,0.835491,1.00163
participants_ter[156],0.147408,0.000100508,0.00454967,0.139407,0.147752,0.154135,2049.08,0.816586,1.00076
participants_ter[157],0.139323,7.69189e-05,0.0039988,0.132322,0.139717,0.145287,2702.68,1.07705,0.999717
participants_ter[158],0.0988318,0.000109745,0.00538893,0.0895716,0.0990038,0.107185,2411.19,0.960893,1.00096
participants_ter[159],0.133885,8.34485e-05,0.00402068,0.126671,0.134204,0.140008,2321.47,0.925136,1.00024
participants_ter[160],0.15529,0.000133709,0.00540884,0.146149,0.155526,0.163896,1636.4,0.652126,1.00065
participants_ter[161],0.139265,0.000100136,0.00496172,0.130932,0.139678,0.146896,2455.17,0.978419,1.00102
participants_ter[162],0.117212,4.55141e-05,0.00237097,0.112879,0.117504,0.120631,2713.7,1.08145,1.0006
participants_ter[163],0.142885,6.53625e-05,0.0033987,0.13674,0.143252,0.147585,2703.76,1.07748,1.00002
participants_ter[164],0.111569,9.99364e-05,0.00581501,0.101401,0.11187,0.120629,3385.73,1.34926,0.999843
participants_ter[165],0.175658,0.000103343,0.00528912,0.166633,0.175976,0.183769,2619.42,1.04388,0.999841
participants_ter[166],0.197297,0.000121421,0.00465996,0.189344,0.197594,0.204517,1472.91,0.586974,1.00148
participants_ter[167],0.118849,9.13352e-05,0.00442095,0.111085,0.119128,0.125613,2342.91,0.933681,0.999882
participants_ter[168],0.10276,0.000103223,0.00440525,0.0949453,0.103271,0.109128,1821.34,0.72583,1.0016
participants_ter[169],0.112415,8.07982e-05,0.00438148,0.104607,0.112733,0.118889,2940.63,1.17188,1.00057
participants_ter[170],0.135249,0.000104708,0.00493424,0.126651,0.135572,0.142776,2220.65,0.884957,1.00247
participants_ter[171],0.181797,0.000104371,0.00439492,0.173841,0.182141,0.188226,1773.13,0.706616,1.00073
participants_ter[172],0.16558,0.00014591,0.00550705,0.155913,0.165989,0.174135,1424.53,0.567694,1.00195
participants_ter[173],0.0990213,0.000104657,0.0054038,0.0895327,0.0993018,0.107395,2666.03,1.06245,0.999958
participants_ter[174],0.17013,8.58608e-05,0.00454739,0.162196,0.170507,0.17715,2805.01,1.11783,0.999711
participants_ter[175],0.127566,0.000106382,0.00464699,0.119489,0.127932,0.134545,1908.14,0.760421,0.999688
participants_ter[176],0.113859,8.94261e-05,0.00476388,0.105799,0.114,0.121373,2837.87,1.13093,1.00072
participants_ter[177],0.0900861,8.77806e-05,0.00456761,0.0823445,0.0902605,0.0973151,2707.58,1.07901,1.00081
participants_ter[178],0.108299,0.000192082,0.00538001,0.098504,0.108761,0.116344,784.496,0.312632,1.0029
participants_ter[179],0.148808,9.71318e-05,0.005159,0.140076,0.149076,0.15679,2821.03,1.12422,1.00033
participants_ter[180],0.156448,0.000110703,0.0051317,0.147502,0.156882,0.164193,2148.86,0.856348,0.999761
participants_ter[181],0.164666,0.000108613,0.0053718,0.155264,0.164948,0.172954,2446.09,0.9748,1.00169
participants_ter[182],0.102984,0.000131413,0.00460047,0.094952,0.103324,0.110158,1225.54,0.488395,1.00129
participants_ter[183],0.155442,0.000106848,0.00499372,0.146524,0.155832,0.162913,2184.32,0.87048,1.00044
participants_ter[184],0.105073,9.17167e-05,0.00421238,0.0977481,0.105318,0.111499,2109.4,0.840625,0.999662
participants_ter[185],0.0999396,0.00016243,0.00565391,0.0903729,0.100336,0.108869,1211.62,0.482845,1.00106
participants_ter[186],0.141515,0.000102813,0.00512595,0.132321,0.142048,0.149166,2485.7,0.990587,0.999706
participants_ter[187],0.16743,9.40686e-05,0.00472552,0.159188,0.167731,0.174611,2523.54,1.00567,1.00032
participants_ter[188],0.202817,0.000133532,0.00668173,0.191175,0.203251,0.212893,2503.84,0.997816,0.999607
participants_ter[189],0.108396,0.000120773,0.00539818,0.0988887,0.10864,0.116755,1997.82,0.79616,1.00091
participants_ter[190],0.111921,0.000107473,0.00548784,0.102519,0.112123,0.120546,2607.4,1.03909,1.0008
participants_ter[191],0.0965807,8.28628e-05,0.00461167,0.0885712,0.0968823,0.103701,3097.4,1.23436,1.00072
participants_ter[192],0.182893,7.47678e-05,0.00357704,0.176552,0.183238,0.188215,2288.86,0.91214,1.0034
participants_ter[193],0.117934,0.000122557,0.005117,0.108969,0.118273,0.125746,1743.23,0.694703,0.999759
participants_ter[194],0.184413,6.58424e-05,0.00419699,0.177017,0.184704,0.190587,4063.17,1.61923,0.999736
participants_ter[195],0.112045,0.000111654,0.00491948,0.103653,0.112249,0.119631,1941.28,0.773626,0.999546
participants_ter[196],0.114234,7.56214e-05,0.00412049,0.106841,0.114597,0.120363,2968.99,1.18318,1.00129
participants_ter[197],0.104691,7.68909e-05,0.00399121,0.0979595,0.104936,0.11073,2694.39,1.07375,0.999895
participants_ter[198],0.109608,9.16662e-05,0.00458996,0.101389,0.110115,0.116398,2507.27,0.99918,1.00161
participants_ter[199],0.116187,0.000100461,0.00469788,0.108066,0.116506,0.12345,2186.8,0.87147,1.00175
participants_ter[200],0.131145,0.000109306,0.0050897,0.122289,0.131431,0.13905,2168.19,0.864052,1.00172
participants_ter[201],0.0991714,0.000101989,0.00511738,0.0900528,0.0996333,0.106974,2517.59,1.00329,1.00074
participants_ter[202],0.0974566,7.92576e-05,0.00435166,0.0898703,0.0976511,0.104171,3014.59,1.20135,0.999694
participants_ter[203],0.18186,6.27509e-05,0.00347463,0.175844,0.182156,0.187103,3066.03,1.22186,0.999526
participants_ter[204],0.106885,0.000141019,0.00533872,0.0977169,0.107095,0.115185,1433.23,0.571161,1.00052
participants_ter[205],0.157733,9.33629e-05,0.00492168,0.149113,0.158096,0.165291,2778.94,1.10744,1.00125
participants_ter[206],0.160743,0.000101991,0.00507076,0.151773,0.161226,0.168188,2471.85,0.985066,1.00058
participants_ter[207],0.0918701,9.61683e-05,0.00435609,0.0843335,0.0922231,0.0984399,2051.77,0.817658,1.00197
participants_ter[208],0.141015,7.67707e-05,0.00388428,0.13414,0.141298,0.146984,2559.95,1.02017,1.00017
participants_ter[209],0.0963826,0.000195673,0.00535021,0.0873274,0.0966737,0.104583,747.621,0.297937,1.00202
participants_ter[210],0.100544,0.00010469,0.00482932,0.0919865,0.100953,0.107673,2127.95,0.848015,0.999845
participants_ter[211],0.161306,5.75176e-05,0.00305222,0.155931,0.161588,0.165856,2815.99,1.12221,1.00096
participants_ter[212],0.140394,5.05217e-05,0.00287452,0.135289,0.140621,0.144616,3237.24,1.29008,1.00131
participants_ter[213],0.140321,0.000101396,0.00500134,0.131477,0.140442,0.148138,2432.92,0.96955,1.00008
participants_ter[214],0.170129,7.48379e-05,0.00402339,0.162975,0.170471,0.176127,2890.29,1.15182,1.00106
participants_ter[215],0.166,7.78859e-05,0.00273058,0.161083,0.166228,0.169998,1229.12,0.489819,1.00055
participants_ter[216],0.134507,0.000110468,0.00517135,0.125586,0.13476,0.142515,2191.48,0.873333,1.00017
participants_ter[217],0.115684,0.000102265,0.00560271,0.105787,0.116119,0.123935,3001.54,1.19615,0.999719
participants_ter[218],0.150722,0.00011904,0.00516061,0.141516,0.151015,0.158546,1879.4,0.748965,0.999765
participants_ter[219],0.0997016,6.98922e-05,0.00400324,0.0925407,0.100091,0.105718,3280.69,1.3074,1.00056
participants_ter[220],0.100017,0.000100757,0.00453532,0.0919214,0.100366,0.106676,2026.11,0.807432,1.0006
participants_ter[221],0.113979,7.6687e-05,0.00453701,0.106289,0.114274,0.12087,3500.22,1.39488,1.00055
participants_ter[222],0.102017,6.46359e-05,0.00376247,0.0952871,0.102228,0.107673,3388.42,1.35033,0.999599
participants_alpha[1],1.37827,0.00124009,0.069626,1.2654,1.37679,1.49348,3152.34,1.25625,0.999825
participants_alpha[2],1.47751,0.00224281,0.104779,1.31025,1.47423,1.65466,2182.53,0.869768,1.00103
participants_alpha[3],1.26365,0.00146899,0.0634152,1.16258,1.26184,1.37093,1863.58,0.742664,1.00013
participants_alpha[4],0.902601,0.00130343,0.0555892,0.816292,0.900895,0.998573,1818.88,0.724847,0.999793
participants_alpha[5],1.7322,0.00219253,0.0796271,1.60359,1.73246,1.86502,1318.95,0.525621,1.00201
participants_alpha[6],1.43912,0.00217899,0.0904672,1.2935,1.43599,1.59103,1723.74,0.686935,1.00042
participants_alpha[7],2.08432,0.00223725,0.105853,1.91594,2.08317,2.26488,2238.63,0.892123,1.00038
participants_alpha[8],1.14757,0.00282094,0.0758267,1.02926,1.14523,1.28005,722.53,0.287938,1.00211
participants_alpha[9],1.33177,0.00156257,0.0718839,1.21701,1.33043,1.44998,2116.32,0.843382,0.999881
participants_alpha[10],1.67673,0.00209999,0.095413,1.52155,1.67573,1.83135,2064.34,0.822668,1.0004
participants_alpha[11],1.4661,0.00156846,0.0799311,1.34155,1.46217,1.60453,2597.09,1.03498,0.999805
participants_alpha[12],1.49829,0.00157815,0.0781278,1.37071,1.49592,1.62888,2450.84,0.976694,0.999545
participants_alpha[13],1.79128,0.00230643,0.11509,1.60596,1.78846,1.98632,2489.97,0.992287,1.00017
participants_alpha[14],1.37406,0.00217992,0.0827451,1.24048,1.37108,1.51764,1440.8,0.574179,1.0009
participants_alpha[15],0.957748,0.000940574,0.0507556,0.875599,0.955623,1.04492,2911.94,1.16045,1.00023
participants_alpha[16],1.64893,0.00200549,0.0926869,1.50149,1.64539,1.80356,2135.97,0.851212,1.00064
participants_alpha[17],1.73312,0.00158594,0.0808265,1.60165,1.73206,1.86627,2597.38,1.03509,0.999946
participants_alpha[18],1.06208,0.00125758,0.061926,0.964112,1.05883,1.16821,2424.81,0.96632,0.999777
participants_alpha[19],1.70864,0.0018701,0.0906187,1.56728,1.70595,1.86456,2348.04,0.935724,1.00045
participants_alpha[20],1.31203,0.00171851,0.0768304,1.18955,1.30814,1.44404,1998.77,0.796538,1.00016
participants_alpha[21],1.3372,0.00190129,0.0825157,1.20785,1.33486,1.47733,1883.55,0.750618,1.00001
participants_alpha[22],1.28756,0.00175644,0.0796984,1.16471,1.28384,1.42258,2058.89,0.820494,0.999606
participants_alpha[23],1.4252,0.00203739,0.0991338,1.26936,1.42054,1.59918,2367.53,0.943493,1.00145
participants_alpha[24],1.84814,0.00270406,0.104218,1.67729,1.84836,2.0246,1485.41,0.591958,1.00049
participants_alpha[25],1.29643,0.00107617,0.0576665,1.20516,1.29408,1.39521,2871.35,1.14427,1.0011
