,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
log_lik[10449],2.1472,0.00138208,0.0645774,2.03908,2.14968,2.25086,2183.22,0.870044,1.00056
log_lik[10450],2.06841,0.00128935,0.0675494,1.95466,2.07023,2.17645,2744.75,1.09382,1.00019
log_lik[10451],2.38775,0.00149849,0.0597733,2.28365,2.39008,2.48522,1591.14,0.634091,1.00291
log_lik[10452],2.34441,0.00150229,0.0603593,2.23948,2.3467,2.44227,1614.28,0.643312,1.00227
log_lik[10453],2.39218,0.00137591,0.063592,2.28557,2.39287,2.49812,2136.13,0.851276,1.0031
log_lik[10454],2.25736,0.00146552,0.0616312,2.15561,2.25962,2.35776,1768.55,0.70479,1.00142
log_lik[10455],2.39697,0.00147059,0.0600581,2.29463,2.39786,2.49515,1667.86,0.664666,1.00321
log_lik[10456],2.35958,0.00148439,0.0601499,2.25564,2.36219,2.45885,1642.0,0.654361,1.00283
log_lik[10457],2.41196,0.00134865,0.0624965,2.30738,2.41262,2.51621,2147.41,0.855772,1.00332
log_lik[10458],2.40582,0.00148819,0.059664,2.30261,2.40744,2.50351,1607.34,0.640545,1.00317
log_lik[10459],2.37202,0.00149899,0.0599145,2.26728,2.37458,2.4696,1597.6,0.636667,1.0027
log_lik[10460],2.25258,0.00146422,0.06221,2.14905,2.25481,2.35285,1805.12,0.719365,1.00127
log_lik[10461],2.15109,0.00138079,0.0640986,2.04386,2.15356,2.25383,2154.96,0.858781,1.00062
log_lik[10462],2.39582,0.00135753,0.0640229,2.28938,2.39645,2.50171,2224.2,0.886374,1.00307
log_lik[10463],2.25873,0.00147012,0.0620121,2.15565,2.26078,2.35946,1779.28,0.709069,1.00134
log_lik[10464],2.33699,0.00150076,0.0604385,2.23177,2.33948,2.43565,1621.83,0.64632,1.0022
log_lik[10465],2.25704,0.00146348,0.0615102,2.1556,2.25923,2.35721,1766.54,0.703989,1.00145
log_lik[10466],1.60195,0.00164223,0.094707,1.44243,1.60566,1.75155,3325.79,1.32537,1.00022
log_lik[10467],2.40517,0.00130264,0.0649265,2.29864,2.40618,2.51272,2484.24,0.990005,1.00303
log_lik[10468],2.2907,0.00147318,0.060628,2.18771,2.29253,2.39015,1693.68,0.674956,1.0019
log_lik[10469],0.274269,0.00365501,0.220854,-0.107984,0.286659,0.620758,3651.18,1.45505,1.0006
log_lik[10470],0.284476,0.00169711,0.101363,0.111213,0.290242,0.441913,3567.3,1.42162,1.0002
log_lik[10471],2.39244,0.00147176,0.0601362,2.29028,2.39339,2.49032,1669.54,0.665334,1.00318
log_lik[10472],2.16194,0.00138168,0.0632334,2.05582,2.16472,2.26364,2094.48,0.834679,1.00076
log_lik[10473],0.212118,0.00207056,0.128849,-0.0141403,0.22039,0.408036,3872.49,1.54324,1.00023
log_lik[10474],2.41954,0.00136872,0.061149,2.31838,2.41989,2.52101,1995.94,0.795408,1.00348
log_lik[10475],2.16518,0.00138082,0.062918,2.05978,2.16826,2.26656,2076.24,0.82741,1.00082
log_lik[10476],-0.206061,0.00238666,0.147077,-0.460663,-0.196694,0.019508,3797.6,1.5134,1.00028
log_lik[10477],1.9056,0.00134916,0.0763022,1.7761,1.9085,2.02671,3198.5,1.27465,0.999942
log_lik[10478],2.1278,0.00137878,0.0678122,2.01392,2.13034,2.23536,2418.93,0.963977,1.00033
log_lik[10479],2.18912,0.00141447,0.0633258,2.0833,2.192,2.29144,2004.34,0.798757,1.00084
log_lik[10480],1.90588,0.00134926,0.0763039,1.77636,1.90882,2.027,3198.19,1.27452,0.999942
log_lik[10481],2.3931,0.00146727,0.0602249,2.29075,2.39377,2.49204,1684.74,0.671393,1.0032
log_lik[10482],0.238499,0.00212854,0.133525,0.00142832,0.247072,0.441138,3935.17,1.56822,1.0004
log_lik[10483],2.4064,0.00144178,0.0604589,2.30329,2.40644,2.50614,1758.43,0.700758,1.00336
log_lik[10484],2.26123,0.00146845,0.0615327,2.1592,2.26339,2.36164,1755.87,0.699739,1.00146
log_lik[10485],2.26015,0.00145056,0.0608498,2.1596,2.26203,2.35946,1759.74,0.701282,1.00167
log_lik[10486],2.29182,0.00145739,0.0603319,2.18923,2.29375,2.39074,1713.73,0.682946,1.00209
log_lik[10487],1.82212,0.0013846,0.0793945,1.68835,1.82545,1.94782,3287.98,1.3103,0.999871
log_lik[10488],2.31239,0.00145913,0.0602595,2.20822,2.31437,2.41071,1705.55,0.679685,1.00245
log_lik[10489],2.3505,0.00150584,0.060361,2.24535,2.35288,2.44836,1606.78,0.640322,1.00229
log_lik[10490],2.1636,0.00138209,0.0631258,2.05787,2.16648,2.26567,2086.12,0.831346,1.00078
log_lik[10491],2.20683,0.00140432,0.0614967,2.10489,2.20923,2.30586,1917.65,0.764211,1.00125
log_lik[10492],2.3455,0.00148903,0.0600982,2.24173,2.34796,2.44272,1628.98,0.649169,1.00248
log_lik[10493],0.0912517,0.00213938,0.133117,-0.143847,0.0994409,0.293806,3871.61,1.54289,1.00031
log_lik[10494],2.14758,0.00138412,0.0648565,2.03899,2.1506,2.25132,2195.63,0.874987,1.00054
log_lik[10495],2.40965,0.00136328,0.0618781,2.30736,2.41017,2.51256,2060.17,0.821006,1.00336
log_lik[10496],2.39085,0.00146574,0.0603251,2.2881,2.39153,2.4898,1693.89,0.675039,1.00319
log_lik[10497],0.0661741,0.00383435,0.22742,-0.328994,0.0782431,0.416134,3517.8,1.40189,1.00033
log_lik[10498],1.90675,0.00197432,0.115464,1.70801,1.91165,2.085,3420.24,1.36301,1.00015
log_lik[10499],0.29501,0.00206335,0.128863,0.0656137,0.301981,0.491363,3900.42,1.55437,1.00025
log_lik[10500],2.09582,0.0013254,0.0667931,1.9835,2.09775,2.20186,2539.63,1.01208,1.00028
log_lik[10501],1.718,0.00149332,0.0861548,1.57418,1.72162,1.85464,3328.52,1.32646,0.999979
log_lik[10502],2.42704,0.00137792,0.0606958,2.32621,2.42739,2.52663,1940.31,0.773239,1.00355
log_lik[10503],-0.47533,0.00272465,0.165856,-0.760136,-0.465215,-0.22232,3705.45,1.47667,1.00016
log_lik[10504],2.32794,0.00133411,0.0745761,2.19941,2.3293,2.44728,3124.75,1.24525,1.00174
log_lik[10505],2.11011,0.00134076,0.0650981,2.00072,2.11211,2.21369,2357.41,0.93946,1.00041
log_lik[10506],0.0738428,0.00212916,0.131373,-0.152465,0.0816262,0.274592,3807.11,1.51719,1.00016
log_lik[10507],1.99784,0.00130051,0.0722708,1.87423,1.99991,2.11275,3088.12,1.23066,1.00001
log_lik[10508],1.95697,0.00125901,0.0711212,1.83806,1.95991,2.07091,3191.09,1.27169,0.999886
log_lik[10509],0.0671192,0.00218614,0.136766,-0.175138,0.0768151,0.275597,3913.81,1.55971,1.00042
log_lik[10510],0.0350677,0.00335143,0.207132,-0.318857,0.0447753,0.356656,3819.76,1.52223,1.00054
log_lik[10511],1.6542,0.00138559,0.0805693,1.5166,1.65813,1.78129,3381.21,1.34746,0.999977
log_lik[10512],2.15822,0.00171381,0.0989267,1.98674,2.16366,2.30982,3331.96,1.32783,1.00034
log_lik[10513],0.154966,0.00217939,0.136981,-0.0901278,0.163866,0.362796,3950.48,1.57432,1.00046
log_lik[10514],2.26761,0.00144561,0.060546,2.16611,2.26912,2.36675,1754.15,0.699053,1.00184
log_lik[10515],1.84386,0.00135938,0.0778933,1.71243,1.84732,1.96777,3283.35,1.30846,0.999842
log_lik[10516],2.40827,0.00141688,0.0610409,2.30564,2.40874,2.5087,1855.99,0.739639,1.00338
log_lik[10517],2.43487,0.00140413,0.0602288,2.33364,2.43497,2.53357,1839.89,0.733222,1.00362
log_lik[10518],-0.365126,0.00457765,0.251784,-0.798136,-0.353096,0.028649,3025.32,1.20563,1.00098
log_lik[10519],-10.4337,0.0631037,2.34288,-14.5342,-10.2082,-6.84965,1378.45,0.549331,1.00207
log_lik[10520],-1.21305,0.0132782,0.653855,-2.3881,-1.14856,-0.272532,2424.84,0.966332,1.00021
log_lik[10521],-4.73086,0.0295745,1.13234,-6.69019,-4.6493,-2.94834,1465.95,0.584199,1.00178
log_lik[10522],2.26798,0.00152029,0.065882,2.15507,2.26898,2.37532,1877.94,0.748386,1.00299
log_lik[10523],2.11028,0.00134417,0.0659597,1.99919,2.11244,2.21509,2407.96,0.959604,1.00036
log_lik[10524],0.287214,0.00207283,0.129552,0.0552541,0.294775,0.484591,3906.27,1.5567,1.00028
log_lik[10525],2.44183,0.00143535,0.0598506,2.34002,2.44211,2.53901,1738.69,0.692891,1.00363
log_lik[10526],0.159829,0.00368738,0.217631,-0.217803,0.169824,0.49759,3483.42,1.38819,1.0005
log_lik[10527],1.6701,0.00247486,0.143827,1.42082,1.67801,1.89221,3377.37,1.34593,0.999762
log_lik[10528],2.39496,0.0014709,0.0600963,2.29277,2.39584,2.49292,1669.29,0.665234,1.0032
log_lik[10529],2.41677,0.00134751,0.0620974,2.3139,2.41731,2.52053,2123.65,0.846305,1.00339
log_lik[10530],1.64125,0.00160076,0.0921954,1.48706,1.64517,1.78602,3317.17,1.32194,1.00019
log_lik[10531],2.34449,0.00148823,0.0601002,2.24069,2.34688,2.44172,1630.84,0.64991,1.00248
log_lik[10532],2.40112,0.00131224,0.0647781,2.29473,2.40197,2.50865,2436.87,0.971127,1.00301
log_lik[10533],2.33849,0.00131937,0.0735483,2.21263,2.33945,2.45727,3107.49,1.23838,1.00187
log_lik[10534],2.40724,0.0014895,0.0596413,2.30405,2.40888,2.50475,1603.29,0.638932,1.00316
log_lik[10535],2.36995,0.00149923,0.0599415,2.26516,2.37248,2.46754,1598.53,0.637037,1.00267
log_lik[10536],1.87394,0.0013449,0.0765977,1.74428,1.87686,1.99594,3243.77,1.29268,0.999876
log_lik[10537],2.29075,0.00146315,0.0604192,2.18799,2.29268,2.39019,1705.19,0.679541,1.00202
log_lik[10538],2.40928,0.00142754,0.0607338,2.30681,2.40943,2.509,1810.03,0.721321,1.0034
log_lik[10539],0.16995,0.00360534,0.213236,-0.199097,0.178667,0.502016,3498.08,1.39403,1.00056
log_lik[10540],2.03715,0.00175645,0.10059,1.86468,2.04019,2.19373,3279.76,1.30703,1.00068
log_lik[10541],2.08004,0.00132881,0.069789,1.96134,2.08242,2.19097,2758.35,1.09924,1.00017
log_lik[10542],2.39844,0.00148013,0.0598622,2.2955,2.39955,2.49597,1635.72,0.651856,1.00318
log_lik[10543],0.598041,0.00663567,0.323412,0.0428116,0.610075,1.09982,2375.43,0.946643,1.00048
log_lik[10544],0.236786,0.0021811,0.137266,-0.0105899,0.2449,0.445268,3960.71,1.5784,1.00046
log_lik[10545],2.37293,0.00151624,0.0602856,2.26788,2.3757,2.47051,1580.84,0.629987,1.00243
log_lik[10546],-0.414896,0.00266654,0.16553,-0.706024,-0.403584,-0.165397,3853.53,1.53568,1.0004
log_lik[10547],2.22148,0.00143895,0.0625197,2.11739,2.22418,2.32171,1887.74,0.752289,1.00108
log_lik[10548],2.26044,0.00146124,0.0611618,2.15932,2.26263,2.36054,1751.92,0.698164,1.00156
log_lik[10549],2.42518,0.00134594,0.0615317,2.32388,2.42541,2.52705,2090.0,0.832892,1.0035
log_lik[10550],0.186429,0.00217727,0.136936,-0.0602808,0.195339,0.39411,3955.55,1.57634,1.00046
log_lik[10551],0.244127,0.00362642,0.217014,-0.131375,0.256428,0.58348,3581.11,1.42712,1.0006
log_lik[10552],2.19447,0.00142681,0.0609304,2.09194,2.19697,2.29455,1823.62,0.726735,1.00224
log_lik[10553],-0.123522,0.00230085,0.14204,-0.369223,-0.114665,0.0929518,3811.02,1.51874,1.00028
log_lik[10554],0.338449,0.00216323,0.135867,0.0940822,0.345547,0.548491,3944.8,1.57206,1.0004
log_lik[10555],2.44034,0.00140942,0.0601227,2.33947,2.44014,2.53871,1819.67,0.725163,1.00365
log_lik[10556],0.195853,0.00387021,0.228858,-0.203837,0.206329,0.550963,3496.74,1.3935,1.00042
log_lik[10557],1.44032,0.00170296,0.100843,1.2638,1.44749,1.59373,3506.57,1.39742,1.00025
log_lik[10558],0.212091,0.0021153,0.132454,-0.0226946,0.220244,0.413362,3920.89,1.56253,1.00037
log_lik[10559],2.24904,0.00146791,0.0629198,2.14343,2.25137,2.34919,1837.28,0.73218,1.00114
log_lik[10560],2.38849,0.00150045,0.0597708,2.28434,2.39073,2.48616,1586.86,0.632384,1.00288
log_lik[10561],-0.398625,0.00261918,0.159308,-0.674409,-0.388385,-0.156298,3699.53,1.47431,1.00014
log_lik[10562],2.1488,0.00138489,0.0647544,2.0404,2.15169,2.2526,2186.29,0.871268,1.00055
log_lik[10563],2.05749,0.00128342,0.0687954,1.94159,2.05938,2.16842,2873.31,1.14505,1.00014
log_lik[10564],2.08848,0.00130844,0.0652427,1.97966,2.09074,2.19315,2486.3,0.990826,1.00035
log_lik[10565],2.3684,0.00149381,0.0599311,2.26426,2.37087,2.46666,1609.59,0.641443,1.00277
log_lik[10566],0.140761,0.00372296,0.220131,-0.239412,0.151477,0.482406,3496.11,1.39325,1.00045
log_lik[10567],0.153041,0.00358185,0.212928,-0.215209,0.162685,0.484524,3533.85,1.40829,1.00055
log_lik[10568],-0.551284,0.00524997,0.253513,-0.994506,-0.535744,-0.164143,2331.77,0.929244,0.999709
log_lik[10569],1.33721,0.000990739,0.0523545,1.25084,1.33784,1.42047,2792.47,1.11284,0.99967
log_lik[10570],0.334234,0.00178558,0.0877782,0.185723,0.338405,0.473768,2416.64,0.963065,0.999623
log_lik[10571],1.68959,0.00101155,0.0518846,1.60532,1.69025,1.7728,2630.88,1.04844,0.999567
log_lik[10572],1.25072,0.00111263,0.0645028,1.14085,1.25291,1.35319,3360.92,1.33937,0.999673
log_lik[10573],1.69556,0.00101174,0.0531413,1.60852,1.69714,1.78154,2758.86,1.09944,0.999603
log_lik[10574],2.03025,0.000837059,0.0487714,1.94819,2.0315,2.10815,3394.83,1.35289,0.99974
log_lik[10575],1.61618,0.00101173,0.052648,1.52944,1.61714,1.70232,2707.91,1.07914,0.999563
log_lik[10576],2.0188,0.000818005,0.049938,1.93473,2.01955,2.09879,3726.91,1.48523,0.999769
log_lik[10577],1.64983,0.00100615,0.0532544,1.56245,1.65113,1.73608,2801.44,1.11641,0.999582
log_lik[10578],1.1697,0.00116441,0.0682341,1.05406,1.1727,1.27776,3433.94,1.36847,0.999701
log_lik[10579],2.03244,0.000809572,0.0494619,1.9493,2.03353,2.11284,3732.77,1.48756,0.999773
log_lik[10580],2.04599,0.000806038,0.0494707,1.96325,2.04709,2.12655,3766.9,1.50116,0.999794
log_lik[10581],1.0224,0.00129403,0.0768645,0.892828,1.0249,1.14396,3528.26,1.40606,0.99974
log_lik[10582],1.62606,0.0010359,0.0557832,1.53305,1.62717,1.71503,2899.81,1.15561,0.999657
log_lik[10583],2.03401,0.000841389,0.0521163,1.9469,2.03575,2.11827,3836.66,1.52896,0.999827
log_lik[10584],1.78677,0.00100246,0.0507098,1.7033,1.78744,1.86741,2558.86,1.01974,0.999583
log_lik[10585],-0.471619,0.00590092,0.276721,-0.944235,-0.457815,-0.0522081,2199.1,0.876372,0.999533
log_lik[10586],0.670132,0.00144955,0.0688676,0.55651,0.671256,0.782018,2257.17,0.899512,0.999694
log_lik[10587],0.524396,0.00163349,0.08411,0.380954,0.529147,0.656867,2651.32,1.05659,0.9998
log_lik[10588],1.73931,0.00100986,0.0514464,1.65541,1.73968,1.82214,2595.29,1.03426,0.999575
log_lik[10589],0.456321,0.00163827,0.0827533,0.316078,0.461882,0.587881,2551.52,1.01682,0.999707
log_lik[10590],0.25095,0.00191997,0.0878665,0.101618,0.255338,0.389109,2094.39,0.834641,0.99963
log_lik[10591],1.70792,0.00101099,0.0517263,1.62375,1.70875,1.79078,2617.75,1.04321,0.99957
log_lik[10592],1.6853,0.00100923,0.0524027,1.6004,1.68609,1.77019,2696.03,1.0744,0.999575
log_lik[10593],0.329795,0.00176121,0.0854942,0.185282,0.333111,0.465348,2356.41,0.939062,0.999635
log_lik[10594],0.285786,0.00185177,0.0864022,0.138418,0.290296,0.422166,2177.08,0.867595,0.999644
log_lik[10595],0.52295,0.00163878,0.0843768,0.378613,0.527598,0.655539,2650.97,1.05645,0.999803
log_lik[10596],1.98068,0.000922772,0.0489043,1.89897,1.98157,2.05939,2808.7,1.1193,0.999666
log_lik[10597],0.733544,0.00153254,0.0935992,0.576083,0.738507,0.878347,3730.12,1.4865,0.999832
log_lik[10598],1.83855,0.00098986,0.050181,1.75631,1.83894,1.91846,2569.99,1.02417,0.999605
log_lik[10599],1.30592,0.00109021,0.0621559,1.20039,1.30796,1.40475,3250.44,1.29534,0.99966
log_lik[10600],1.56452,0.00102339,0.0547538,1.47427,1.56574,1.6547,2862.49,1.14074,0.999584
log_lik[10601],1.88291,0.00097603,0.0498777,1.80218,1.88337,1.96352,2611.48,1.04071,0.999627
log_lik[10602],0.518385,0.00162522,0.0835371,0.376473,0.522454,0.650586,2642.01,1.05288,0.999781
log_lik[10603],1.90632,0.000973247,0.0497,1.82537,1.90662,1.98604,2607.75,1.03922,0.999618
log_lik[10604],2.00816,0.000845028,0.0490964,1.92561,2.00881,2.08695,3375.65,1.34524,0.999725
log_lik[10605],0.59981,0.00152973,0.0802071,0.461227,0.604268,0.726824,2749.15,1.09557,0.999862
log_lik[10606],1.52523,0.00107017,0.0586962,1.42677,1.5265,1.62064,3008.26,1.19883,0.999683
log_lik[10607],-0.563058,0.00532683,0.256368,-1.00818,-0.549364,-0.173944,2316.28,0.923069,0.999619
log_lik[10608],0.565881,0.00160825,0.0726618,0.446722,0.567332,0.68291,2041.29,0.813481,0.999788
log_lik[10609],1.68293,0.00100905,0.0524762,1.59754,1.68382,1.76775,2704.58,1.07781,0.999576
log_lik[10610],0.0637133,0.00229212,0.0977921,-0.103225,0.0682589,0.218501,1820.25,0.725396,0.999595
log_lik[10611],0.571363,0.00153672,0.0800157,0.433631,0.575945,0.69912,2711.19,1.08045,0.999848
log_lik[10612],0.461081,0.00161278,0.0812799,0.322859,0.46552,0.590272,2539.88,1.01218,0.999745
log_lik[10613],0.976478,0.00131377,0.0785561,0.84304,0.979873,1.09961,3575.38,1.42484,0.999752
log_lik[10614],1.11776,0.00119845,0.0707981,0.996627,1.12115,1.22951,3489.85,1.39075,0.999724
log_lik[10615],1.48038,0.00104585,0.0565387,1.38671,1.48152,1.57116,2922.46,1.16464,0.999595
log_lik[10616],1.1975,0.00125289,0.0728687,1.07307,1.20006,1.31469,3382.63,1.34803,0.999792
log_lik[10617],1.90636,0.000973234,0.0496998,1.8254,1.90665,1.98607,2607.81,1.03925,0.999618
log_lik[10618],1.74802,0.00100879,0.0507979,1.66334,1.74857,1.82918,2535.63,1.01048,0.999579
log_lik[10619],-0.936796,0.00372828,0.22738,-1.32323,-0.927668,-0.579501,3719.54,1.48229,0.999917
log_lik[10620],1.94903,0.000949421,0.0492213,1.86839,1.94962,2.02746,2687.75,1.0711,0.999646
log_lik[10621],1.57004,0.00102091,0.0544699,1.4801,1.57091,1.65914,2846.67,1.13444,0.99958
log_lik[10622],1.97383,0.000916694,0.0490502,1.89212,1.97458,2.05203,2863.07,1.14097,0.999673
log_lik[10623],1.97052,0.000864179,0.0500413,1.8865,1.97116,2.05027,3353.12,1.33626,0.999726
log_lik[10624],1.90186,0.000969452,0.0497101,1.82087,1.90248,1.98192,2629.28,1.0478,0.999632
log_lik[10625],1.43278,0.0010639,0.0574734,1.33627,1.4341,1.52457,2918.35,1.163,0.999607
log_lik[10626],-0.526856,0.00554519,0.264092,-0.982112,-0.51354,-0.124207,2268.19,0.903903,0.999559
log_lik[10627],1.70584,0.00104586,0.0521844,1.61997,1.70632,1.78978,2489.62,0.992147,0.9997
log_lik[10628],2.07633,0.000814149,0.050158,1.99276,2.07743,2.15743,3795.54,1.51257,0.999868
log_lik[10629],1.50295,0.0010398,0.0551964,1.41085,1.50404,1.59146,2817.87,1.12296,0.999584
log_lik[10630],1.86272,0.00142255,0.0818016,1.7196,1.865,1.99151,3306.65,1.31775,0.999872
log_lik[10631],1.93283,0.000934547,0.0497039,1.85062,1.93353,2.01222,2828.65,1.12726,0.999669
log_lik[10632],-0.535292,0.0053974,0.258586,-0.985577,-0.522829,-0.143514,2295.3,0.914709,0.999603
log_lik[10633],1.79547,0.00117694,0.0690158,1.67921,1.7984,1.90507,3438.63,1.37034,0.999981
log_lik[10634],1.89835,0.000969068,0.0498298,1.81726,1.89873,1.97854,2644.05,1.05369,0.999642
log_lik[10635],-0.24191,0.00309698,0.116565,-0.439706,-0.233715,-0.0623026,1416.64,0.564552,0.999829
log_lik[10636],1.98348,0.00100429,0.0606258,1.88326,1.98552,2.07954,3644.15,1.45224,0.999835
log_lik[10637],2.0152,0.000852846,0.0488685,1.93351,2.01583,2.09392,3283.34,1.30846,0.999723
log_lik[10638],0.713143,0.0015362,0.0816957,0.57123,0.716882,0.838868,2828.16,1.12706,0.999985
log_lik[10639],1.63034,0.00100827,0.052767,1.54357,1.63167,1.71646,2738.87,1.09148,0.999566
log_lik[10640],1.78224,0.00100467,0.051044,1.69833,1.78275,1.86427,2581.31,1.02869,0.999584
log_lik[10641],0.540733,0.00158765,0.0819636,0.399895,0.54497,0.670531,2665.23,1.06213,0.999788
log_lik[10642],1.24684,0.00111579,0.064694,1.13618,1.24898,1.34989,3361.73,1.3397,0.999673
log_lik[10643],1.87993,0.000979991,0.0499069,1.79816,1.88025,1.9602,2593.44,1.03352,0.999611
log_lik[10644],1.41053,0.00107109,0.0588473,1.31175,1.41176,1.50433,3018.55,1.20293,0.999617
log_lik[10645],2.02974,0.000837623,0.048773,1.94762,2.03102,2.10774,3390.49,1.35115,0.99974
log_lik[10646],0.534101,0.00155333,0.0798529,0.396466,0.538578,0.660428,2642.75,1.05317,0.999869
log_lik[10647],1.98859,0.000847516,0.0516034,1.90248,1.99024,2.07036,3707.32,1.47742,0.999794
log_lik[10648],2.00949,0.000923452,0.05654,1.91662,2.01154,2.09923,3748.72,1.49392,0.999839
log_lik[10649],2.00955,0.00082141,0.0497374,1.92541,2.01057,2.0889,3666.46,1.46113,0.999753
log_lik[10650],2.05475,0.000798831,0.0492565,1.97264,2.05581,2.13458,3802.04,1.51516,0.999801
log_lik[10651],1.13997,0.00120187,0.0704586,1.02038,1.14256,1.25247,3436.81,1.36961,0.999706
log_lik[10652],1.735,0.00101064,0.0517888,1.65069,1.73566,1.81796,2625.88,1.04645,0.999581
log_lik[10653],0.645313,0.00158862,0.083283,0.50101,0.648449,0.77517,2748.35,1.09525,0.999945
log_lik[10654],0.416419,0.00174592,0.0883779,0.268686,0.420844,0.555217,2562.34,1.02113,0.999726
log_lik[10655],0.310232,0.00181377,0.0849539,0.165793,0.314512,0.443857,2193.83,0.87427,0.999694
log_lik[10656],0.443102,0.00162523,0.0812256,0.305323,0.447545,0.570892,2497.78,0.995399,0.99977
log_lik[10657],0.427328,0.00165456,0.0827478,0.287234,0.431819,0.559874,2501.2,0.996761,0.999692
log_lik[10658],1.10511,0.00127686,0.0751254,0.978433,1.10865,1.22571,3461.67,1.37952,0.99976
log_lik[10659],1.98885,0.000907491,0.0488579,1.90658,1.98974,2.06721,2898.58,1.15512,0.999678
log_lik[10660],0.469265,0.00165112,0.0838832,0.327661,0.473976,0.601098,2581.04,1.02858,0.999726
log_lik[10661],1.40949,0.0010717,0.0589273,1.31057,1.41069,1.50345,3023.36,1.20485,0.999618
log_lik[10662],0.443962,0.00168473,0.085246,0.298595,0.448843,0.577835,2560.27,1.0203,0.999713
log_lik[10663],1.66268,0.00101194,0.0520671,1.57779,1.66335,1.74656,2647.41,1.05503,0.999564
log_lik[10664],1.92496,0.00096397,0.049458,1.84463,1.92554,2.00452,2632.36,1.04903,0.999631
log_lik[10665],1.97563,0.000869509,0.0496931,1.89258,1.97625,2.05516,3266.21,1.30163,0.999715
log_lik[10666],0.632828,0.00159637,0.0835412,0.488707,0.635959,0.763057,2738.64,1.09138,0.999935
log_lik[10667],1.67472,0.00101076,0.053431,1.58727,1.67669,1.76046,2794.43,1.11362,0.999601
log_lik[10668],0.659844,0.00162449,0.0849822,0.513865,0.66325,0.793507,2736.66,1.09059,1.00001
log_lik[10669],0.419346,0.00172672,0.0872036,0.273759,0.423801,0.556353,2550.49,1.0164,0.99971
log_lik[10670],2.03647,0.000837144,0.0518463,1.94991,2.038,2.12045,3835.62,1.52855,0.999827
log_lik[10671],1.57447,0.0010174,0.0538439,1.48571,1.57524,1.66235,2800.84,1.11617,0.999571
log_lik[10672],1.69965,0.00100981,0.0525023,1.61394,1.70041,1.78436,2703.18,1.07725,0.999584
log_lik[10673],2.06679,0.000829061,0.0512174,1.98129,2.06759,2.14869,3816.47,1.52092,0.999884
log_lik[10674],0.664679,0.00156682,0.0824794,0.522254,0.668419,0.792982,2771.11,1.10433,0.999948
log_lik[10675],1.56037,0.00105486,0.057425,1.46447,1.56136,1.6537,2963.58,1.18102,0.999666
log_lik[10676],0.729796,0.00404979,0.22291,0.349329,0.743899,1.07645,3029.65,1.20736,0.999622
log_lik[10677],1.99348,0.000901638,0.0488217,1.91147,1.99434,2.07206,2931.98,1.16843,0.999683
log_lik[10678],0.0549522,0.00571293,0.317908,-0.481422,0.0771084,0.549489,3096.61,1.23404,0.999742
log_lik[10679],-4.84567,0.0196075,1.13226,-6.78231,-4.78315,-3.13054,3334.62,1.32889,1.0002
log_lik[10680],2.04012,0.000822896,0.05092,1.95426,2.0417,2.12246,3829.02,1.52591,0.999818
log_lik[10681],-1.76084,0.0100588,0.570446,-2.72886,-1.7267,-0.878968,3216.12,1.28167,0.999871
log_lik[10682],-4.01122,0.00887519,0.515511,-4.88596,-3.99619,-3.19091,3373.81,1.34451,0.999878
log_lik[10683],1.39831,0.00107966,0.0598277,1.29882,1.39918,1.49386,3070.64,1.22369,0.99963
log_lik[10684],1.97761,0.000886402,0.0544334,1.88587,1.98019,2.06436,3771.11,1.50284,0.999858
log_lik[10685],0.581291,0.00158099,0.0822609,0.439996,0.584657,0.710376,2707.25,1.07888,0.999841
log_lik[10686],2.00164,0.000906688,0.0559276,1.90796,2.00369,2.09094,3804.84,1.51628,0.99981
log_lik[10687],1.95099,0.000959046,0.0492563,1.8703,1.95123,2.02999,2637.81,1.0512,0.999637
log_lik[10688],0.575955,0.00156687,0.0815237,0.436612,0.579792,0.703966,2707.1,1.07882,0.999825
log_lik[10689],1.62136,0.0010443,0.0563983,1.527,1.62274,1.71147,2916.61,1.16231,0.999678
log_lik[10690],-20.2066,0.0455279,2.50677,-24.4985,-20.0421,-16.2806,3031.62,1.20814,0.999845
log_lik[10691],0.722632,0.0014155,0.068837,0.608344,0.72308,0.835262,2364.97,0.942473,0.999804
log_lik[10692],1.99172,0.000966251,0.0587765,1.89574,1.99371,2.08511,3700.23,1.47459,0.999825
log_lik[10693],1.9074,0.000969488,0.0496247,1.82704,1.90789,1.98761,2620.06,1.04413,0.999625
log_lik[10694],1.96026,0.000855827,0.0509953,1.87428,1.96106,2.04158,3550.5,1.41492,0.999759
log_lik[10695],1.80379,0.00145289,0.0839629,1.65902,1.80749,1.93678,3339.73,1.33093,0.99971
log_lik[10696],1.94889,0.00095614,0.0492333,1.8686,1.94935,2.02789,2651.4,1.05662,0.999638
log_lik[10697],2.04579,0.000819669,0.0506835,1.96021,2.04756,2.12775,3823.46,1.5237,0.999824
log_lik[10698],1.87385,0.0012552,0.0739183,1.74665,1.87725,1.99058,3467.97,1.38203,0.99973
log_lik[10699],-0.37518,0.00589886,0.275102,-0.85118,-0.357428,0.0431114,2174.96,0.866752,0.999624
log_lik[10700],-1.03338,0.00641939,0.30984,-1.56526,-1.00986,-0.565724,2329.63,0.928388,0.999576
log_lik[10701],1.98687,0.000838826,0.0505608,1.9022,1.98778,2.067,3633.16,1.44786,0.999761
